n_bits,tables_num,pat,type,ratio,ns_avg,ns_std,ns_perc25,ns_median,ns_perc75
3,2,delta_gamma::M2L::NoTable,read_buff,0.392661,7.5812385454545455,1.8047649556025496,6.896134,6.960018,7.183605
3,2,delta_gamma::M2L::NoTable,read_unbuff,0.392661,11.276585090909093,0.128972729672946,11.174091,11.252444,11.276057
3,2,delta_gamma::L2M::Table,read_buff,0.391857,7.269772363636363,0.08489103960286122,7.213119,7.23855,7.292954
3,2,delta_gamma::L2M::Table,read_unbuff,0.391857,10.008698,1.8354324299428728,9.43241,9.467575,9.476514
3,2,delta_gamma::L2M::NoTable,read_buff,0.39188,7.077805272727273,0.10711006867245577,6.964544,7.095713,7.1442
3,2,delta_gamma::L2M::NoTable,read_unbuff,0.39188,10.981339090909092,1.8378459186141503,10.320943,10.445723,10.505413
4,1,unary::M2L::NoTable,read_buff,0.937897,1.6094663636363638,0.006121854266032932,1.604759,1.611402,1.612853
4,1,unary::M2L::NoTable,read_unbuff,0.937897,3.423042545454545,0.003467572273612475,3.419957,3.423209,3.425922
4,1,unary::M2L::Table,read_buff,0.937484,2.145341090909091,0.0030398110946092223,2.143073,2.145335,2.146384
4,1,unary::M2L::Table,read_unbuff,0.937484,4.871802363636364,1.93198396716439,4.281692,4.287905,4.297666
4,1,unary::L2M::NoTable,read_buff,0.93758,1.5914597272727273,0.004109028865581487,1.588522,1.58959,1.594215
4,1,unary::L2M::NoTable,read_unbuff,0.93758,2.990283272727273,0.004929480704717466,2.985431,2.991408,2.991685
4,1,unary::L2M::Table,read_buff,0.937318,2.1677362727272724,0.0040819994142798875,2.165031,2.16711,2.169544
4,1,unary::L2M::Table,read_unbuff,0.937318,3.860869909090909,0.0159924384035365,3.847979,3.857292,3.869054
4,1,gamma::M2L::NoTable,read_buff,0.937381,3.148443363636363,1.871513031978953,2.343145,2.52812,2.872855
4,1,gamma::M2L::NoTable,read_unbuff,0.937381,6.382903727272728,1.9318172480430482,5.784124,5.803265,5.810069
4,1,gamma::M2L::Table,read_buff,0.937631,3.8897940000000006,2.020709877535466,3.23292,3.251646,3.292343
4,1,gamma::M2L::Table,read_unbuff,0.937631,5.315955272727273,0.09259707586213597,5.24356,5.288722,5.33103
4,1,gamma::L2M::NoTable,read_buff,0.937466,3.268373181818182,2.5644827412831934,2.116452,2.119134,2.123741
4,1,gamma::L2M::NoTable,read_unbuff,0.937466,5.228704454545456,0.01717722405607852,5.216013,5.220369,5.231631
4,1,gamma::L2M::Table,read_buff,0.937504,3.478106818181818,0.2091898932122765,3.296238,3.36253,3.693868
4,1,gamma::L2M::Table,read_unbuff,0.937504,5.18383909090909,1.8446130846436852,4.615125,4.627277,4.638221
4,1,zeta3::M2L::NoTable,read_buff,0.403027,7.857712636363637,1.937306737073315,7.223992,7.30317,7.30787
4,1,zeta3::M2L::NoTable,read_unbuff,0.403027,8.828712363636363,0.01610324981656011,8.81658,8.822389,8.841942
4,1,zeta3::M2L::Table,read_buff,0.402053,8.103382272727272,1.9434806948587935,7.502537,7.515738,7.526202
4,1,zeta3::M2L::Table,read_unbuff,0.402053,11.068567181818182,2.554018095233306,9.893709,9.930548,9.963808
4,1,zeta3::L2M::NoTable,read_buff,0.402685,7.287768454545454,0.04726866591805536,7.246752,7.288381,7.296815
4,1,zeta3::L2M::NoTable,read_unbuff,0.402685,8.865969909090909,1.8392869999690342,8.289952,8.303513,8.345456
4,1,zeta3::L2M::Table,read_buff,0.402575,7.672028090909091,0.015359701165416864,7.656671,7.670366,7.677511
4,1,zeta3::L2M::Table,read_unbuff,0.402575,9.968418272727273,1.8424835356910025,9.399444,9.414863,9.44042
4,1,delta::M2L::Table,read_buff,0.549999,6.552289909090909,1.857605530826793,5.948098,5.998063,6.013032
4,1,delta::M2L::Table,read_unbuff,0.549999,8.518841545454546,0.03383456606301792,8.495269,8.519309,8.525742
4,1,delta::M2L::NoTable,read_buff,0.549449,5.203928272727272,1.894288764991446,4.609717,4.633686,4.651577
4,1,delta::M2L::NoTable,read_unbuff,0.549449,8.227346818181818,1.881867651988514,7.650641,7.66261,7.68963
4,1,delta::L2M::Table,read_buff,0.550263,5.724207,0.030650903689777152,5.709177,5.710013,5.725976
4,1,delta::L2M::Table,read_unbuff,0.550263,8.985331454545452,2.5215393772393226,7.839843,7.859124,7.89488
4,1,delta::L2M::NoTable,read_buff,0.549823,3.892309545454545,0.027389007989935075,3.873114,3.895153,3.914225
4,1,delta::L2M::NoTable,read_unbuff,0.549823,7.005194181818181,0.030809558402606636,6.988397,7.009438,7.020212
4,1,delta_gamma::M2L::Table,read_buff,0.549934,7.29835,0.08830065392170093,7.243749,7.271305,7.285379
4,1,delta_gamma::M2L::Table,read_unbuff,0.549934,10.816744090909092,1.9321287310331297,10.166678,10.250686,10.329889
4,1,delta_gamma::M2L::NoTable,read_buff,0.550829,7.133494272727273,0.163624507465166,7.003284,7.10122,7.155259
4,1,delta_gamma::M2L::NoTable,read_unbuff,0.550829,12.389349090909091,2.5454667171983782,11.21134,11.221672,11.35751
4,1,delta_gamma::L2M::Table,read_buff,0.549631,7.145395,0.08027364825894003,7.085769,7.131953,7.143178
4,1,delta_gamma::L2M::Table,read_unbuff,0.549631,10.057988272727274,2.5767594742878153,8.873883,8.896044,8.922875
4,1,delta_gamma::L2M::NoTable,read_buff,0.549932,7.199092727272727,0.23900759022679205,7.039752,7.170359,7.244778
4,1,delta_gamma::L2M::NoTable,read_unbuff,0.549932,9.626943636363636,0.02509477387534198,9.608796,9.627463,9.631957
4,2,unary::M2L::NoTable,read_buff,0.937694,1.6064215454545454,0.01566305755823962,1.594527,1.601709,1.607585
4,2,unary::M2L::NoTable,read_unbuff,0.937694,3.431982090909091,0.0006568518028513959,3.431481,3.43216,3.432407
4,2,unary::M2L::Table,read_buff,0.937318,2.2772174545454544,0.07059093252729222,2.274263,2.311587,2.315515
4,2,unary::M2L::Table,read_unbuff,0.937318,4.280937818181817,0.012237207539452913,4.27178,4.278328,4.288263
4,2,unary::L2M::NoTable,read_buff,0.937458,2.174551,1.8417320977454892,1.613456,1.622965,1.625523
4,2,unary::L2M::NoTable,read_unbuff,0.937458,2.9923798181818184,0.0030043428505476173,2.990111,2.991415,2.994035
4,2,unary::L2M::Table,read_buff,0.937796,2.134971727272727,0.003872314349091706,2.132474,2.13414,2.135741
4,2,unary::L2M::Table,read_unbuff,0.937796,3.840342636363636,0.010886609024601942,3.828893,3.839003,3.841347
4,2,gamma::M2L::NoTable,read_buff,0.937054,2.851882909090909,1.8461044424995274,2.285465,2.29903,2.304741
4,2,gamma::M2L::NoTable,read_unbuff,0.937054,5.808812909090909,0.020276608140685368,5.797868,5.809885,5.816527
4,2,gamma::M2L::Table,read_buff,0.937692,3.2741933636363636,0.09681215622975527,3.204715,3.228206,3.276115
4,2,gamma::M2L::Table,read_unbuff,0.937692,5.874781181818181,1.8334777042588666,5.26256,5.292471,5.341956
4,2,gamma::L2M::NoTable,read_buff,0.937386,2.125355909090909,0.019239642259951423,2.124377,2.126569,2.13357
4,2,gamma::L2M::NoTable,read_unbuff,0.937386,5.848420727272726,1.8547631122587107,5.279184,5.305894,5.307566
4,2,gamma::L2M::Table,read_buff,0.937494,3.4844911818181816,0.12129321807901558,3.380421,3.463375,3.585323
4,2,gamma::L2M::Table,read_unbuff,0.937494,5.450298272727274,1.9019265328373276,4.788761,4.902606,4.931714
4,2,zeta3::M2L::NoTable,read_buff,0.401739,8.411275272727273,2.5543656488387128,7.245577,7.266215,7.291036
4,2,zeta3::M2L::NoTable,read_unbuff,0.401739,9.442815636363635,1.93866624242577,8.831749,8.860452,8.891106
4,2,zeta3::M2L::Table,read_buff,0.402708,7.626373181818183,0.019368744553110308,7.60809,7.624288,7.643696
4,2,zeta3::M2L::Table,read_unbuff,0.402708,10.450281909090908,1.8333035609997843,9.871276,9.897236,9.945392
4,2,zeta3::L2M::NoTable,read_buff,0.402102,7.710052909090909,1.9480645900152518,7.104019,7.118292,7.136235
4,2,zeta3::L2M::NoTable,read_unbuff,0.402102,9.15772809090909,1.9327312827985403,8.544252,8.576597,8.598528
4,2,zeta3::L2M::Table,read_buff,0.402197,8.315425090909091,1.9225696305327649,7.72211,7.740547,7.747102
4,2,zeta3::L2M::Table,read_unbuff,0.402197,9.887609818181819,1.8450177700963113,9.281101,9.350024,9.375636
4,2,delta::M2L::Table,read_buff,0.549417,5.970634818181818,0.02424273422210527,5.949631,5.973979,5.975382
4,2,delta::M2L::Table,read_unbuff,0.549417,9.627264454545456,2.5806241480486602,8.456804,8.466043,8.489643
4,2,delta::M2L::NoTable,read_buff,0.549723,4.569761818181817,0.04763727229978268,4.509458,4.582321,4.604744
4,2,delta::M2L::NoTable,read_unbuff,0.549723,8.695705,2.4793775757880043,7.561484,7.60173,7.61021
4,2,delta::L2M::Table,read_buff,0.54966,6.116974636363636,1.8537300202377516,5.530456,5.568535,5.593349
4,2,delta::L2M::Table,read_unbuff,0.54966,8.420326818181818,1.8518919825382267,7.842775,7.86102,7.868638
4,2,delta::L2M::NoTable,read_buff,0.549874,3.8758194545454545,0.026048251969618335,3.859561,3.868757,3.885977
4,2,delta::L2M::NoTable,read_unbuff,0.549874,7.004996181818183,0.05131703042230377,6.947405,7.024453,7.033633
4,2,delta_gamma::M2L::Table,read_buff,0.550194,7.982325636363636,1.825602295220636,7.386445,7.427931,7.473459
4,2,delta_gamma::M2L::Table,read_unbuff,0.550194,10.688074454545456,1.8971523689274599,10.017256,10.134113,10.188311
4,2,delta_gamma::M2L::NoTable,read_buff,0.549512,8.184682363636364,2.584350575581698,6.895898,7.059938,7.174237
4,2,delta_gamma::M2L::NoTable,read_unbuff,0.549512,11.42376609090909,0.10014099553674753,11.362665,11.399105,11.418375
4,2,delta_gamma::L2M::Table,read_buff,0.550696,7.734831454545454,1.9200522219227978,7.114404,7.158997,7.185751
4,2,delta_gamma::L2M::Table,read_unbuff,0.550696,10.062163454545454,1.9587384940933978,9.423553,9.449545,9.491911
4,2,delta_gamma::L2M::NoTable,read_buff,0.550254,7.122511272727272,0.17260598995636905,6.991897,7.062689,7.128503
4,2,delta_gamma::L2M::NoTable,read_unbuff,0.550254,10.994399,1.8742428955957657,10.362274,10.430013,10.461058
5,1,unary::M2L::NoTable,read_buff,0.968686,1.606309818181818,0.00847382493114157,1.598253,1.607589,1.609788
5,1,unary::M2L::NoTable,read_unbuff,0.968686,3.4221453636363637,0.0018143066043383017,3.421303,3.422676,3.423093
5,1,unary::M2L::Table,read_buff,0.968902,1.976863090909091,0.003966479659711987,1.973248,1.976684,1.977251
5,1,unary::M2L::Table,read_unbuff,0.968902,4.066292818181818,0.012689015287390745,4.052682,4.06545,4.072653
5,1,unary::L2M::NoTable,read_buff,0.968563,2.183790818181818,1.9292995429016107,1.598255,1.599465,1.608122
5,1,unary::L2M::NoTable,read_unbuff,0.968563,2.9926126363636363,0.004596821298957006,2.987864,2.992491,2.996604
5,1,unary::L2M::Table,read_buff,0.968967,1.988584909090909,0.008686224351863638,1.983854,1.986393,1.988024
5,1,unary::L2M::Table,read_unbuff,0.968967,3.630135090909091,0.012260005321814081,3.618911,3.630624,3.632114
5,1,gamma::M2L::NoTable,read_buff,0.984492,2.858915636363636,1.849624329446511,2.303614,2.311262,2.313818
5,1,gamma::M2L::NoTable,read_unbuff,0.984492,6.368487454545454,1.8449361381343454,5.806674,5.81352,5.822288
5,1,gamma::M2L::Table,read_buff,0.984371,3.317168181818182,1.862328089652509,2.671478,2.769887,2.83943
5,1,gamma::M2L::Table,read_unbuff,0.984371,4.4890859999999995,0.04365145094037532,4.45995,4.483266,4.500257
5,1,gamma::L2M::NoTable,read_buff,0.984513,2.119696727272727,0.0080329603271884,2.116899,2.119923,2.122835
5,1,gamma::L2M::NoTable,read_unbuff,0.984513,5.79835290909091,1.8554171731188895,5.214157,5.243146,5.254271
5,1,gamma::L2M::Table,read_buff,0.984309,3.370757181818181,1.8836455573822701,2.679537,2.784524,2.834362
5,1,gamma::L2M::Table,read_unbuff,0.984309,3.896033272727273,0.014832610094591648,3.890883,3.895243,3.901263
5,1,zeta3::M2L::NoTable,read_buff,0.40235,8.427920090909092,2.475892647360562,7.27289,7.306931,7.374773
5,1,zeta3::M2L::NoTable,read_unbuff,0.40235,9.417383454545453,1.8420303815831789,8.844382,8.869303,8.874274
5,1,zeta3::M2L::Table,read_buff,0.402304,7.549576545454545,0.01516377074057529,7.536166,7.549382,7.561684
5,1,zeta3::M2L::Table,read_unbuff,0.402304,11.125561363636363,2.4784139359952477,9.971806,10.048781,10.059769
5,1,zeta3::L2M::NoTable,read_buff,0.402708,8.445418909090908,2.5731070050864755,7.278649,7.283638,7.306706
5,1,zeta3::L2M::NoTable,read_unbuff,0.402708,8.865710727272727,1.8395990518215695,8.298676,8.313519,8.317444
5,1,zeta3::L2M::Table,read_buff,0.40227,8.252090636363636,1.856786291145552,7.672147,7.680812,7.704519
5,1,zeta3::L2M::Table,read_unbuff,0.40227,9.489851636363635,0.03399926746644044,9.456088,9.491602,9.499424
5,1,delta::M2L::Table,read_buff,0.61714,6.505161,1.862290724771189,5.911746,5.962411,5.972742
5,1,delta::M2L::Table,read_unbuff,0.61714,8.685019181818182,0.019454786901008003,8.674949,8.680021,8.689268
5,1,delta::M2L::NoTable,read_buff,0.617539,5.208619727272726,1.938797008504041,4.6049,4.631615,4.63904
5,1,delta::M2L::NoTable,read_unbuff,0.617539,8.230531909090907,1.9158146302585985,7.637142,7.657312,7.67026
5,1,delta::L2M::Table,read_buff,0.616647,6.199660454545454,1.8490732223363338,5.630281,5.639033,5.650014
5,1,delta::L2M::Table,read_unbuff,0.616647,7.980840818181819,0.03020869012326771,7.9476,7.984919,8.003176
5,1,delta::L2M::NoTable,read_buff,0.617182,5.048366818181818,2.5763168632741906,3.840654,3.928419,3.939968
5,1,delta::L2M::NoTable,read_unbuff,0.617182,6.995732727272728,0.0334018031791426,6.977617,7.006731,7.013432
5,1,delta_gamma::M2L::Table,read_buff,0.616439,7.625976090909091,0.056347555578666525,7.587775,7.612203,7.623008
5,1,delta_gamma::M2L::Table,read_unbuff,0.616439,11.895548181818182,2.6495729715469176,10.657631,10.73328,10.794723
5,1,delta_gamma::M2L::NoTable,read_buff,0.617155,5.282665909090909,0.16001263744745575,5.187341,5.197236,5.300052
5,1,delta_gamma::M2L::NoTable,read_unbuff,0.617155,10.118376545454545,2.5230121155218956,8.933843,8.970294,9.120746
5,1,delta_gamma::L2M::Table,read_buff,0.616363,8.310587636363637,1.9203677769229661,7.695174,7.739718,7.75582
5,1,delta_gamma::L2M::Table,read_unbuff,0.616363,10.010132909090908,1.9338391436551001,9.411535,9.418955,9.427638
5,1,delta_gamma::L2M::NoTable,read_buff,0.617523,5.297520454545453,0.20591602664210606,5.146648,5.258341,5.401596
5,1,delta_gamma::L2M::NoTable,read_unbuff,0.617523,7.469096727272727,0.020232222473524672,7.449689,7.470912,7.47962
5,2,unary::M2L::NoTable,read_buff,0.968609,1.6308142727272728,0.017477357581115693,1.617119,1.623893,1.644019
5,2,unary::M2L::NoTable,read_unbuff,0.968609,4.006135545454545,1.91121455522782,3.429278,3.429847,3.430236
5,2,unary::M2L::Table,read_buff,0.968849,2.547891,1.849387643750709,1.974552,1.97657,1.999791
5,2,unary::M2L::Table,read_unbuff,0.968849,4.054603454545455,0.013418265561268631,4.043559,4.05684,4.065382
5,2,unary::L2M::NoTable,read_buff,0.968758,1.6304050909090908,0.013493034702797922,1.623252,1.630389,1.63444
5,2,unary::L2M::NoTable,read_unbuff,0.968758,3.5743397272727275,1.9301783043077703,2.988556,2.992381,2.997235
5,2,unary::L2M::Table,read_buff,0.968772,2.5449866363636366,1.9361916352145658,1.957667,1.960785,1.965018
5,2,unary::L2M::Table,read_unbuff,0.968772,3.6256351818181822,0.015827180208857004,3.613519,3.620213,3.63303
5,2,gamma::M2L::NoTable,read_buff,0.984327,2.3047880909090908,0.011905024749697478,2.298368,2.303444,2.308
5,2,gamma::M2L::NoTable,read_unbuff,0.984327,5.8143972727272715,0.020869235463192654,5.79255,5.815623,5.824572
5,2,gamma::M2L::Table,read_buff,0.984395,2.712953,0.08372968076375305,2.657783,2.682521,2.698761
5,2,gamma::M2L::Table,read_unbuff,0.984395,5.095013454545455,1.927023060580042,4.49958,4.525308,4.526348
5,2,gamma::L2M::NoTable,read_buff,0.984393,2.096197636363636,0.04382904379352288,2.053834,2.101928,2.132247
5,2,gamma::L2M::NoTable,read_unbuff,0.984393,5.325311272727274,0.04349971364524352,5.293582,5.323193,5.328297
5,2,gamma::L2M::Table,read_buff,0.984419,3.45201,1.8790015711931698,2.768256,2.933142,2.953135
5,2,gamma::L2M::Table,read_unbuff,0.984419,4.0325311818181815,0.022901514643438686,4.013177,4.036759,4.041046
5,2,zeta3::M2L::NoTable,read_buff,0.402974,7.848991454545455,1.8514888619795349,7.254545,7.299368,7.309445
5,2,zeta3::M2L::NoTable,read_unbuff,0.402974,9.415361363636364,1.846707677127448,8.849677,8.862983,8.868894
5,2,zeta3::M2L::Table,read_buff,0.402247,8.243064272727274,1.837293242082607,7.644791,7.694284,7.730458
5,2,zeta3::M2L::Table,read_unbuff,0.402247,11.18240409090909,2.5203433205269654,9.998163,10.062218,10.096444
5,2,zeta3::L2M::NoTable,read_buff,0.402043,7.7452667272727265,1.8947395947964507,7.14932,7.165693,7.198191
5,2,zeta3::L2M::NoTable,read_unbuff,0.402043,8.587006181818182,0.03187509985495945,8.559926,8.579927,8.608324
5,2,zeta3::L2M::Table,read_buff,0.402445,8.321787636363636,1.8416404603888497,7.740558,7.764164,7.787733
5,2,zeta3::L2M::Table,read_unbuff,0.402445,10.510988909090909,2.4788161014730985,9.363475,9.403749,9.44795
5,2,delta::M2L::Table,read_buff,0.617244,5.954414,0.017953718517343457,5.946745,5.955105,5.961513
5,2,delta::M2L::Table,read_unbuff,0.617244,8.65494,0.022451507935994007,8.639185,8.650267,8.654652
5,2,delta::M2L::NoTable,read_buff,0.61703,4.581115272727272,0.027205059254083452,4.565194,4.577704,4.600296
5,2,delta::M2L::NoTable,read_unbuff,0.61703,7.585663818181819,0.03695148437294027,7.564311,7.599473,7.601724
5,2,delta::L2M::Table,read_buff,0.616372,5.548145272727272,0.017539509885346655,5.536562,5.545872,5.556117
5,2,delta::L2M::Table,read_unbuff,0.616372,8.569378545454544,1.9275643228513213,7.981948,7.991839,8.001232
5,2,delta::L2M::NoTable,read_buff,0.616353,5.037533,2.5836833370719408,3.857173,3.886882,3.903473
5,2,delta::L2M::NoTable,read_unbuff,0.616353,6.994371909090909,0.04471225713706371,6.94252,7.009807,7.025787
5,2,delta_gamma::M2L::Table,read_buff,0.617021,8.18006109090909,1.8436230275507222,7.595477,7.605757,7.624474
5,2,delta_gamma::M2L::Table,read_unbuff,0.617021,10.639350727272728,0.05552634852228429,10.582083,10.644486,10.66242
5,2,delta_gamma::M2L::NoTable,read_buff,0.616368,5.806831090909092,1.8278119186118935,5.187316,5.210796,5.285624
5,2,delta_gamma::M2L::NoTable,read_unbuff,0.616368,9.693873181818182,1.8549952377944166,9.094631,9.166895,9.198076
5,2,delta_gamma::L2M::Table,read_buff,0.616917,7.673618,0.04191369053901118,7.648032,7.672801,7.701478
5,2,delta_gamma::L2M::Table,read_unbuff,0.616917,11.264154363636363,2.4804106676571633,10.060892,10.176144,10.294754
5,2,delta_gamma::L2M::NoTable,read_buff,0.616607,5.259427727272727,0.12026789478500961,5.139832,5.263916,5.307525
5,2,delta_gamma::L2M::NoTable,read_unbuff,0.616607,9.465255545454545,2.483562700149298,8.229749,8.398678,8.43188
6,1,unary::M2L::NoTable,read_buff,0.98434,1.6043301818181819,0.00898132812915975,1.59781,1.603868,1.611008
6,1,unary::M2L::NoTable,read_unbuff,0.98434,3.9789293636363636,1.8400557011728353,3.421003,3.425255,3.42573
6,1,unary::M2L::Table,read_buff,0.984253,1.8942410909090908,0.0033676389193185545,1.892018,1.895242,1.895775
6,1,unary::M2L::Table,read_unbuff,0.984253,3.953448363636363,0.01115048082615934,3.944043,3.956948,3.958308
6,1,unary::L2M::NoTable,read_buff,0.984424,1.6027485454545454,0.019521714521853042,1.590421,1.597507,1.601103
6,1,unary::L2M::NoTable,read_unbuff,0.984424,2.9920235454545456,0.0056618573695146335,2.986801,2.990099,2.99486
6,1,unary::L2M::Table,read_buff,0.984462,1.8929385454545453,0.0033935718163503404,1.891295,1.89174,1.892074
6,1,unary::L2M::Table,read_unbuff,0.984462,3.5358644545454547,0.011673230909766462,3.527612,3.533754,3.542263
6,1,gamma::M2L::NoTable,read_buff,0.98435,2.887518,1.9156135268571792,2.295066,2.30854,2.313705
6,1,gamma::M2L::NoTable,read_unbuff,0.98435,5.800112272727272,0.024638647061439506,5.771213,5.805571,5.808939
6,1,gamma::M2L::Table,read_buff,0.984411,2.7687355454545455,0.15011292692860514,2.668862,2.682713,2.769186
6,1,gamma::M2L::Table,read_unbuff,0.984411,4.6707599090909095,0.14028701640383867,4.572042,4.634921,4.667868
6,1,gamma::L2M::NoTable,read_buff,0.984298,2.1212429090909093,0.008210560656307729,2.117412,2.120668,2.121957
6,1,gamma::L2M::NoTable,read_unbuff,0.984298,5.809199818181819,1.83422253130065,5.244404,5.253981,5.26696
6,1,gamma::L2M::Table,read_buff,0.984515,2.7609247272727275,0.15398439566143762,2.666766,2.704986,2.709158
6,1,gamma::L2M::Table,read_unbuff,0.984515,4.516329,1.9148335971327117,3.921886,3.946623,3.952636
6,1,zeta3::M2L::NoTable,read_buff,0.402152,7.857964181818183,1.9310754949668756,7.252948,7.293236,7.315745
6,1,zeta3::M2L::NoTable,read_unbuff,0.402152,9.411642818181818,1.838572626610862,8.846681,8.859658,8.878795
6,1,zeta3::M2L::Table,read_buff,0.401588,8.182755454545456,1.8493727405045404,7.582407,7.660724,7.661764
6,1,zeta3::M2L::Table,read_unbuff,0.401588,10.061682363636363,0.04737292410707363,10.025012,10.035335,10.089631
6,1,zeta3::L2M::NoTable,read_buff,0.402499,8.447082545454547,2.589955761384984,7.259153,7.300246,7.320781
6,1,zeta3::L2M::NoTable,read_unbuff,0.402499,8.298251636363636,0.025766335569004307,8.274998,8.296254,8.311384
6,1,zeta3::L2M::Table,read_buff,0.402565,8.288612272727272,1.9245958743400697,7.697103,7.710066,7.719354
6,1,zeta3::L2M::Table,read_unbuff,0.402565,9.528830454545455,0.040734655065100545,9.4978,9.537774,9.546252
6,1,delta::M2L::Table,read_buff,0.616651,5.938631090909091,0.04104652394650381,5.931044,5.956715,5.95757
6,1,delta::M2L::Table,read_unbuff,0.616651,9.371776272727272,1.9174752633573706,8.772885,8.795932,8.822318
6,1,delta::M2L::NoTable,read_buff,0.616883,5.196162454545455,1.9063132803556904,4.582861,4.637093,4.644989
6,1,delta::M2L::NoTable,read_unbuff,0.616883,7.656248818181817,0.021823536976476394,7.641276,7.643348,7.67114
6,1,delta::L2M::Table,read_buff,0.616875,6.211059454545454,1.9178492846125508,5.623945,5.627974,5.641886
6,1,delta::L2M::Table,read_unbuff,0.616875,8.620859636363637,1.9298266305437528,8.030102,8.040561,8.059606
6,1,delta::L2M::NoTable,read_buff,0.616876,3.8850275454545455,0.022537259604324743,3.868737,3.88531,3.887633
6,1,delta::L2M::NoTable,read_unbuff,0.616876,7.560481363636363,1.925549171373002,6.951566,6.98806,6.998393
6,1,delta_gamma::M2L::Table,read_buff,0.616572,7.603595090909091,0.05363799789413197,7.558931,7.585722,7.62467
6,1,delta_gamma::M2L::Table,read_unbuff,0.616572,12.639709909090913,2.949288221646825,10.823827,10.941936,11.141818
6,1,delta_gamma::M2L::NoTable,read_buff,0.617083,5.250865272727273,0.05131305877472295,5.205854,5.246528,5.303815
6,1,delta_gamma::M2L::NoTable,read_unbuff,0.617083,10.18153809090909,2.633912545878676,8.960526,8.992183,9.117283
6,1,delta_gamma::L2M::Table,read_buff,0.616816,7.674514727272727,0.03851049868565956,7.637379,7.671886,7.687612
6,1,delta_gamma::L2M::Table,read_unbuff,0.616816,10.074320545454546,1.8437515447319013,9.505367,9.524071,9.52936
6,1,delta_gamma::L2M::NoTable,read_buff,0.616456,5.416399363636364,0.1922433838665313,5.248877,5.390649,5.506994
6,1,delta_gamma::L2M::NoTable,read_unbuff,0.616456,8.711808909090909,2.5843397377088584,7.540076,7.557141,7.561516
6,2,unary::M2L::NoTable,read_buff,0.984462,1.630507090909091,0.020415952950839898,1.612811,1.619872,1.641404
6,2,unary::M2L::NoTable,read_unbuff,0.984462,3.428665272727273,0.0014002750509031123,3.427731,3.428342,3.42934
6,2,unary::M2L::Table,read_buff,0.984548,1.9140397272727272,0.012484458675416471,1.900228,1.917081,1.92278
6,2,unary::M2L::Table,read_unbuff,0.984548,3.95116609090909,0.01444311556731814,3.936088,3.945364,3.964726
6,2,unary::L2M::NoTable,read_buff,0.984385,1.6339938181818183,0.02040187074666528,1.622738,1.637583,1.642256
6,2,unary::L2M::NoTable,read_unbuff,0.984385,3.5703869090909093,1.915642964653406,2.987445,2.992943,2.995986
6,2,unary::L2M::Table,read_buff,0.984308,1.8795872727272727,0.005778119470743195,1.876463,1.877994,1.879576
6,2,unary::L2M::Table,read_unbuff,0.984308,3.5311220000000003,0.01860296674189383,3.509703,3.535675,3.544613
6,2,gamma::M2L::NoTable,read_buff,0.984645,3.3435935454545453,1.8296659846472176,2.817228,2.922295,2.940815
6,2,gamma::M2L::NoTable,read_unbuff,0.984645,6.414040454545454,1.909507553222001,5.829472,5.837656,5.853059
6,2,gamma::M2L::Table,read_buff,0.984528,3.279645272727273,1.9146764012537514,2.65696,2.672807,2.763235
6,2,gamma::M2L::Table,read_unbuff,0.984528,4.557710272727273,0.023636164473496698,4.540382,4.549591,4.561703
6,2,gamma::L2M::NoTable,read_buff,0.98463,2.120362636363636,0.01490044205567553,2.121494,2.125796,2.12693
6,2,gamma::L2M::NoTable,read_unbuff,0.98463,5.317594818181817,0.025820768915034875,5.29837,5.315645,5.321873
6,2,gamma::L2M::Table,read_buff,0.984448,2.7616264545454543,0.09387625273770119,2.678369,2.731583,2.799025
6,2,gamma::L2M::Table,read_unbuff,0.984448,4.119508454545454,0.044699133451027044,4.095424,4.131374,4.146311
6,2,zeta3::M2L::NoTable,read_buff,0.402345,7.292419818181818,0.04695690906952493,7.246991,7.297882,7.327192
6,2,zeta3::M2L::NoTable,read_unbuff,0.402345,9.400661818181819,1.8472854256399478,8.811592,8.836559,8.881757
6,2,zeta3::M2L::Table,read_buff,0.402624,8.301170545454545,1.9193393842457025,7.703217,7.73566,7.755744
6,2,zeta3::M2L::Table,read_unbuff,0.402624,10.623318363636363,1.9550064327741368,9.963144,10.038953,10.124432
6,2,zeta3::L2M::NoTable,read_buff,0.402737,7.1771628181818174,0.0677614597139384,7.104634,7.167624,7.21642
6,2,zeta3::L2M::NoTable,read_unbuff,0.402737,9.175592363636364,1.942132506707319,8.573415,8.589272,8.601325
6,2,zeta3::L2M::Table,read_buff,0.40232,8.318625,1.836602892010573,7.73849,7.758571,7.784913
6,2,zeta3::L2M::Table,read_unbuff,0.40232,9.974037545454543,1.8509527705539317,9.377295,9.435046,9.462109
6,2,delta::M2L::Table,read_buff,0.616361,5.950009818181818,0.02036763453530224,5.934531,5.952093,5.960487
6,2,delta::M2L::Table,read_unbuff,0.616361,9.318049363636364,1.8632995761309166,8.736894,8.766044,8.789141
6,2,delta::M2L::NoTable,read_buff,0.617353,4.527967363636363,0.04377935604202657,4.504764,4.539233,4.546562
6,2,delta::M2L::NoTable,read_unbuff,0.617353,8.737290727272729,2.6059484060394635,7.555239,7.575464,7.579434
6,2,delta::L2M::Table,read_buff,0.617303,6.096498545454546,1.8349089142770747,5.523188,5.538302,5.549869
